geo
TN413
Gradients 5 Thompson underway feed
RFC3339	Latitude Decimal format	Longitude Decimal format	TSG temperature	TSG conductivity	TSG salinity	PAR
time	float	float	float	float	float	float
NA	deg	deg	C	S/m	PSU	µE/m^2/s
time	lat	lon	temp	conductivity	salinity	par
2023-02-25T22:41:12Z	21.2460	-156.8819	23.9617	5.20057	35.0124	3212.207
2023-02-25T22:42:13Z	21.2463	-156.8840	23.9771	5.20254	35.0152	3180.950
2023-02-25T22:43:13Z	21.2465	-156.8860	23.9824	5.20323	35.0163	3173.377
2023-02-25T22:44:13Z	21.2467	-156.8880	23.9877	5.20405	35.0182	3206.215
2023-02-25T22:45:13Z	21.2470	-156.8900	23.9912	5.20476	35.0208	3242.492
2023-02-25T22:46:13Z	21.2472	-156.8920	23.9959	5.20543	35.0222	3018.702
2023-02-25T22:47:13Z	21.2475	-156.8940	23.9982	5.20623	35.0265	3292.718
2023-02-25T22:48:13Z	21.2476	-156.8960	23.9986	5.20686	35.0309	3190.180
2023-02-25T22:49:13Z	21.2478	-156.8980	24.0009	5.20720	35.0317	3343.678
2023-02-25T22:50:13Z	21.2480	-156.9000	24.0032	5.20747	35.0319	2868.682
2023-02-25T22:51:13Z	21.2482	-156.9020	24.0050	5.20753	35.0310	3311.355
2023-02-25T22:52:13Z	21.2484	-156.9041	24.0068	5.20762	35.0302	1430.161
2023-02-25T22:53:13Z	21.2487	-156.9061	24.0050	5.20723	35.0287	1377.025
2023-02-25T22:54:13Z	21.2490	-156.9081	24.0009	5.20688	35.0293	3241.258
2023-02-25T22:55:13Z	21.2493	-156.9101	24.0017	5.20701	35.0296	3342.915
2023-02-25T22:56:13Z	21.2495	-156.9121	24.0030	5.20710	35.0293	3341.373
2023-02-25T22:57:13Z	21.2498	-156.9141	24.0024	5.20714	35.0300	3348.832
2023-02-25T22:58:13Z	21.2500	-156.9161	24.0042	5.20714	35.0286	3319.024
2023-02-25T22:59:13Z	21.2503	-156.9180	24.0042	5.20728	35.0297	3368.527
2023-02-25T23:00:13Z	21.2506	-156.9200	24.0009	5.20696	35.0298	1399.622
2023-02-25T23:01:13Z	21.2509	-156.9219	23.9996	5.20678	35.0295	3330.971
2023-02-25T23:02:13Z	21.2512	-156.9239	24.0012	5.20710	35.0307	3473.101
2023-02-25T23:03:13Z	21.2514	-156.9259	23.9968	5.20646	35.0293	2154.039
2023-02-25T23:04:13Z	21.2517	-156.9279	23.9951	5.20641	35.0303	1535.405
2023-02-25T23:05:13Z	21.2520	-156.9300	23.9978	5.20661	35.0297	3264.743
2023-02-25T23:06:13Z	21.2523	-156.9320	23.9980	5.20663	35.0297	3277.757
2023-02-25T23:07:13Z	21.2526	-156.9340	23.9934	5.20602	35.0287	3220.482
2023-02-25T23:08:13Z	21.2528	-156.9361	23.9913	5.20594	35.0298	3473.358
2023-02-25T23:09:13Z	21.2531	-156.9380	23.9906	5.20582	35.0293	3339.338
2023-02-25T23:10:13Z	21.2534	-156.9401	23.9891	5.20572	35.0298	3383.112
2023-02-25T23:11:13Z	21.2537	-156.9421	23.9914	5.20597	35.0298	3321.764
2023-02-25T23:12:13Z	21.2539	-156.9441	23.9896	5.20569	35.0292	3072.829
2023-02-25T23:13:13Z	21.2540	-156.9460	23.9836	5.20516	35.0299	3254.762
2023-02-25T23:14:13Z	21.2543	-156.9480	23.9796	5.20476	35.0300	3253.689
2023-02-25T23:15:13Z	21.2545	-156.9501	23.9781	5.20463	35.0302	3292.197
2023-02-25T23:16:13Z	21.2547	-156.9522	23.9775	5.20450	35.0297	3279.060
2023-02-25T23:17:13Z	21.2549	-156.9544	23.9781	5.20461	35.0301	3326.538
2023-02-25T23:18:13Z	21.2552	-156.9565	23.9712	5.20390	35.0301	3439.334
2023-02-25T23:19:13Z	21.2554	-156.9587	23.9657	5.20336	35.0303	3480.043
2023-02-25T23:20:13Z	21.2556	-156.9608	23.9658	5.20339	35.0305	3346.754
2023-02-25T23:21:13Z	21.2559	-156.9629	23.9668	5.20346	35.0303	3344.158
2023-02-25T23:22:13Z	21.2561	-156.9651	23.9622	5.20291	35.0297	3315.274
2023-02-25T23:23:13Z	21.2564	-156.9672	23.9583	5.20236	35.0285	3303.128
2023-02-25T23:24:13Z	21.2567	-156.9694	23.9560	5.20231	35.0299	3314.595
2023-02-25T23:25:13Z	21.2570	-156.9715	23.9500	5.20142	35.0280	3292.469
2023-02-25T23:26:13Z	21.2572	-156.9737	23.9401	5.20050	35.0288	3270.730
2023-02-25T23:27:13Z	21.2575	-156.9759	23.9396	5.20039	35.0284	3242.247
2023-02-25T23:28:14Z	21.2578	-156.9781	23.9312	5.19935	35.0271	3181.386
2023-02-25T23:29:14Z	21.2581	-156.9802	23.9170	5.19786	35.0271	3166.537
2023-02-25T23:30:14Z	21.2583	-156.9824	23.9095	5.19692	35.0258	3135.888
2023-02-25T23:31:14Z	21.2586	-156.9845	23.8983	5.19561	35.0247	3097.875
2023-02-25T23:32:14Z	21.2589	-156.9866	23.8875	5.19431	35.0234	3098.572
2023-02-25T23:33:14Z	21.2592	-156.9887	23.8808	5.19356	35.0230	3069.333
2023-02-25T23:34:14Z	21.2595	-156.9909	23.8769	5.19324	35.0236	3099.748
2023-02-25T23:35:14Z	21.2598	-156.9931	23.8722	5.19273	35.0235	3111.957
2023-02-25T23:36:14Z	21.2601	-156.9952	23.8678	5.19220	35.0229	3101.376
2023-02-25T23:37:14Z	21.2604	-156.9974	23.8596	5.19130	35.0225	3102.823
2023-02-25T23:38:14Z	21.2607	-156.9996	23.8501	5.19046	35.0236	3107.603
2023-02-25T23:39:15Z	21.2610	-157.0018	23.8547	5.19074	35.0221	3098.872
2023-02-25T23:40:15Z	21.2613	-157.0039	23.8529	5.19086	35.0245	3095.486
2023-02-25T23:41:15Z	21.2615	-157.0060	23.8539	5.19099	35.0247	3094.154
2023-02-25T23:42:15Z	21.2619	-157.0080	23.8553	5.19122	35.0253	3108.023
2023-02-25T23:43:15Z	21.2621	-157.0100	23.8557	5.19122	35.0249	3133.775
2023-02-25T23:44:16Z	21.2624	-157.0121	23.8533	5.19092	35.0246	3131.679
2023-02-25T23:45:16Z	21.2626	-157.0142	23.8519	5.19089	35.0255	3080.775
2023-02-25T23:46:16Z	21.2629	-157.0163	23.8601	5.19199	35.0273	3094.306
2023-02-25T23:47:16Z	21.2631	-157.0183	23.8806	5.19452	35.0303	3164.562
2023-02-25T23:48:16Z	21.2633	-157.0204	23.9032	5.19733	35.0339	3161.143
2023-02-25T23:49:16Z	21.2636	-157.0225	23.9221	5.19952	35.0356	3087.969
2023-02-25T23:50:16Z	21.2638	-157.0245	23.9385	5.20134	35.0365	2610.071
2023-02-25T23:51:16Z	21.2640	-157.0265	23.9520	5.20264	35.0357	2666.420
2023-02-25T23:52:16Z	21.2643	-157.0286	23.9665	5.20413	35.0355	1465.255
2023-02-25T23:53:16Z	21.2645	-157.0306	23.9890	5.20625	35.0339	1833.637
2023-02-25T23:54:16Z	21.2647	-157.0326	24.0121	5.20825	35.0309	3466.566
2023-02-25T23:55:16Z	21.2649	-157.0346	24.0287	5.20937	35.0262	3527.567
2023-02-25T23:56:16Z	21.2651	-157.0366	24.0393	5.20982	35.0213	3378.450
2023-02-25T23:57:16Z	21.2653	-157.0386	24.0451	5.20999	35.0180	1182.094
2023-02-25T23:58:16Z	21.2656	-157.0406	24.0532	5.21073	35.0173	3586.623
2023-02-25T23:59:16Z	21.2659	-157.0425	24.0632	5.21162	35.0161	2429.699
2023-02-26T00:00:16Z	21.2661	-157.0445	24.0690	5.21223	35.0162	1877.635
2023-02-26T00:01:16Z	21.2664	-157.0465	24.0764	5.21299	35.0161	2487.842
2023-02-26T00:02:16Z	21.2668	-157.0483	24.0836	5.21335	35.0131	3537.088
2023-02-26T00:03:16Z	21.2671	-157.0502	24.0898	5.21376	35.0114	3344.350
2023-02-26T00:04:16Z	21.2671	-157.0522	24.0996	5.21476	35.0113	2219.559
2023-02-26T00:05:16Z	21.2673	-157.0541	24.1079	5.21563	35.0113	3258.787
2023-02-26T00:06:16Z	21.2676	-157.0559	24.1154	5.21634	35.0107	3313.965
2023-02-26T00:07:16Z	21.2678	-157.0577	24.1211	5.21672	35.0091	1859.873
2023-02-26T00:08:16Z	21.2683	-157.0595	24.1233	5.21658	35.0064	3280.813
2023-02-26T00:09:16Z	21.2683	-157.0612	24.1271	5.21669	35.0042	3273.344
2023-02-26T00:10:16Z	21.2685	-157.0630	24.1296	5.21662	35.0017	3217.089
2023-02-26T00:11:16Z	21.2688	-157.0648	24.1324	5.21671	35.0002	3216.675
2023-02-26T00:12:16Z	21.2687	-157.0667	24.1343	5.21664	34.9982	3239.526
2023-02-26T00:13:16Z	21.2690	-157.0686	24.1369	5.21682	34.9975	3212.149
2023-02-26T00:14:16Z	21.2695	-157.0705	24.1382	5.21682	34.9964	3263.781
2023-02-26T00:15:16Z	21.2699	-157.0724	24.1362	5.21589	34.9910	3280.676
2023-02-26T00:16:16Z	21.2704	-157.0743	24.1358	5.21571	34.9900	3334.489
2023-02-26T00:17:16Z	21.2708	-157.0762	24.1372	5.21565	34.9885	3271.826
2023-02-26T00:18:16Z	21.2707	-157.0782	24.1393	5.21555	34.9861	3279.199
2023-02-26T00:19:16Z	21.2700	-157.0799	24.1410	5.21570	34.9859	3313.759
2023-02-26T00:20:16Z	21.2704	-157.0817	24.1418	5.21563	34.9847	3327.180
2023-02-26T00:21:16Z	21.2710	-157.0833	24.1436	5.21571	34.9839	3196.864
2023-02-26T00:22:16Z	21.2716	-157.0850	24.1429	5.21568	34.9842	3181.152
2023-02-26T00:23:16Z	21.2725	-157.0864	24.1453	5.21591	34.9840	3216.118
2023-02-26T00:24:16Z	21.2728	-157.0879	24.1487	5.21626	34.9841	3258.583
2023-02-26T00:25:16Z	21.2731	-157.0894	24.1527	5.21644	34.9822	3469.583
2023-02-26T00:26:16Z	21.2726	-157.0909	24.1551	5.21669	34.9823	3596.142
2023-02-26T00:27:16Z	21.2723	-157.0927	24.1557	5.21674	34.9822	3660.847
2023-02-26T00:28:16Z	21.2725	-157.0945	24.1584	5.21725	34.9839	1365.752
2023-02-26T00:29:16Z	21.2728	-157.0963	24.1624	5.21761	34.9835	3399.844
2023-02-26T00:30:16Z	21.2726	-157.0980	24.1654	5.21805	34.9844	3567.567
2023-02-26T00:31:16Z	21.2726	-157.0996	24.1671	5.21824	34.9846	1740.558
2023-02-26T00:32:16Z	21.2734	-157.1012	24.1712	5.21875	34.9852	1518.096
2023-02-26T00:33:16Z	21.2734	-157.1032	24.1732	5.21892	34.9849	3628.743
2023-02-26T00:34:16Z	21.2737	-157.1053	24.1740	5.21890	34.9841	3230.257
2023-02-26T00:35:16Z	21.2741	-157.1075	24.1753	5.21907	34.9844	3318.639
2023-02-26T00:36:16Z	21.2745	-157.1099	24.1767	5.21928	34.9848	3624.033
2023-02-26T00:37:16Z	21.2748	-157.1123	24.1773	5.21954	34.9863	3002.513
2023-02-26T00:38:16Z	21.2751	-157.1148	24.1809	5.21992	34.9864	3480.966
2023-02-26T00:39:16Z	21.2754	-157.1171	24.1823	5.22013	34.9868	1758.983
2023-02-26T00:40:16Z	21.2758	-157.1194	24.1812	5.22004	34.9871	1390.114
2023-02-26T00:41:16Z	21.2761	-157.1217	24.1837	5.22040	34.9878	3472.866
2023-02-26T00:42:16Z	21.2763	-157.1239	24.1849	5.22050	34.9876	3432.400
2023-02-26T00:43:16Z	21.2766	-157.1262	24.1844	5.22054	34.9883	1548.495
2023-02-26T00:44:16Z	21.2768	-157.1284	24.1804	5.22000	34.9874	3430.118
2023-02-26T00:45:16Z	21.2770	-157.1306	24.1799	5.21992	34.9872	3389.640
2023-02-26T00:46:16Z	21.2774	-157.1328	24.1801	5.21990	34.9869	3394.551
2023-02-26T00:47:16Z	21.2776	-157.1351	24.1806	5.22005	34.9876	3399.078
2023-02-26T00:48:16Z	21.2779	-157.1373	24.1772	5.21962	34.9870	3404.730
2023-02-26T00:49:16Z	21.2783	-157.1394	24.1753	5.21949	34.9875	3451.495
2023-02-26T00:50:16Z	21.2785	-157.1416	24.1727	5.21926	34.9878	3440.450
2023-02-26T00:51:16Z	21.2789	-157.1437	24.1724	5.21918	34.9875	3128.755
2023-02-26T00:52:16Z	21.2792	-157.1459	24.1707	5.21908	34.9881	3575.877
2023-02-26T00:53:16Z	21.2794	-157.1480	24.1698	5.21895	34.9878	1300.858
2023-02-26T00:54:16Z	21.2797	-157.1501	24.1721	5.21928	34.9885	3437.730
2023-02-26T00:55:16Z	21.2796	-157.1520	24.1689	5.21910	34.9896	3348.095
2023-02-26T00:56:16Z	21.2798	-157.1541	24.1664	5.21887	34.9899	3340.361
2023-02-26T00:57:16Z	21.2802	-157.1563	24.1652	5.21885	34.9906	3348.468
2023-02-26T00:58:16Z	21.2805	-157.1586	24.1660	5.21905	34.9915	3218.768
2023-02-26T00:59:16Z	21.2808	-157.1608	24.1664	5.21916	34.9920	3197.490
2023-02-26T01:00:16Z	21.2811	-157.1631	24.1649	5.21913	34.9929	3242.502
2023-02-26T01:01:16Z	21.2814	-157.1653	24.1634	5.21910	34.9939	3239.797
2023-02-26T01:02:16Z	21.2817	-157.1675	24.1626	5.21902	34.9940	2768.363
2023-02-26T01:03:16Z	21.2820	-157.1697	24.1605	5.21898	34.9953	3208.388
2023-02-26T01:04:16Z	21.2822	-157.1720	24.1608	5.21907	34.9958	3174.848
2023-02-26T01:05:16Z	21.2825	-157.1742	24.1591	5.21898	34.9963	3216.788
2023-02-26T01:06:17Z	21.2827	-157.1764	24.1580	5.21895	34.9970	3238.990
2023-02-26T01:07:17Z	21.2830	-157.1787	24.1569	5.21888	34.9974	3375.737
2023-02-26T01:08:17Z	21.2832	-157.1807	24.1569	5.21890	34.9975	3518.164
2023-02-26T01:09:17Z	21.2835	-157.1828	24.1559	5.21882	34.9977	1888.399
2023-02-26T01:10:17Z	21.2837	-157.1849	24.1557	5.21872	34.9972	3325.325
2023-02-26T01:11:17Z	21.2839	-157.1871	24.1534	5.21859	34.9979	3403.943
2023-02-26T01:12:17Z	21.2842	-157.1894	24.1545	5.21865	34.9975	3429.451
2023-02-26T01:13:17Z	21.2844	-157.1916	24.1492	5.21822	34.9984	3440.332
2023-02-26T01:14:17Z	21.2846	-157.1939	24.1505	5.21832	34.9981	3429.454
2023-02-26T01:15:17Z	21.2848	-157.1961	24.1517	5.21838	34.9977	3522.541
2023-02-26T01:16:17Z	21.2851	-157.1984	24.1509	5.21843	34.9987	2933.078
2023-02-26T01:17:17Z	21.2854	-157.2005	24.1497	5.21827	34.9984	3544.386
2023-02-26T01:18:17Z	21.2857	-157.2027	24.1493	5.21824	34.9985	3426.543
2023-02-26T01:19:17Z	21.2861	-157.2048	24.1472	5.21799	34.9983	3333.199
2023-02-26T01:20:17Z	21.2864	-157.2070	24.1475	5.21804	34.9984	3255.818
2023-02-26T01:21:17Z	21.2868	-157.2091	24.1437	5.21771	34.9989	3180.023
2023-02-26T01:22:18Z	21.2871	-157.2113	24.1445	5.21776	34.9986	3281.987
2023-02-26T01:23:18Z	21.2874	-157.2135	24.1460	5.21787	34.9983	3173.245
2023-02-26T01:24:18Z	21.2877	-157.2158	24.1452	5.21787	34.9989	3167.294
2023-02-26T01:25:18Z	21.2880	-157.2180	24.1384	5.21728	34.9998	3185.077
2023-02-26T01:26:19Z	21.2884	-157.2202	24.1380	5.21725	34.9999	3199.464
2023-02-26T01:27:19Z	21.2888	-157.2224	24.1321	5.21674	35.0006	3249.979
2023-02-26T01:28:19Z	21.2891	-157.2246	24.1283	5.21643	35.0013	2290.218
2023-02-26T01:29:19Z	21.2894	-157.2267	24.1606	5.21804	34.9881	3209.493
2023-02-26T01:30:19Z	21.2897	-157.2288	24.2064	5.22009	34.9677	3235.061
2023-02-26T01:31:19Z	21.2900	-157.2309	24.2698	5.22380	34.9460	3233.041
2023-02-26T01:32:19Z	21.2902	-157.2331	24.3001	5.22594	34.9384	3207.745
2023-02-26T01:33:19Z	21.2904	-157.2352	24.3061	5.22625	34.9361	3209.746
2023-02-26T01:34:19Z	21.2907	-157.2374	24.3380	5.22900	34.9318	3222.347
2023-02-26T01:35:19Z	21.2909	-157.2396	24.3624	5.23123	34.9295	2821.103
2023-02-26T01:36:20Z	21.2912	-157.2418	24.3763	5.23266	34.9294	3263.628
2023-02-26T01:37:20Z	21.2914	-157.2440	24.3847	5.23350	34.9292	3270.243
2023-02-26T01:38:20Z	21.2916	-157.2462	24.3751	5.23276	34.9311	3174.618
2023-02-26T01:39:20Z	21.2918	-157.2484	24.3648	5.23200	34.9334	3208.054
2023-02-26T01:40:20Z	21.2921	-157.2506	24.3483	5.23075	34.9369	3277.106
2023-02-26T01:41:20Z	21.2924	-157.2527	24.3125	5.22767	34.9418	2259.627
2023-02-26T01:42:20Z	21.2926	-157.2548	24.2917	5.22579	34.9438	1540.658
2023-02-26T01:43:20Z	21.2927	-157.2568	24.2690	5.22378	34.9464	3252.573
2023-02-26T01:44:20Z	21.2930	-157.2581	24.2660	5.22375	34.9486	3048.403
2023-02-26T01:45:20Z	21.2932	-157.2586	24.3197	5.22795	34.9382	3193.908
2023-02-26T01:46:20Z	21.2929	-157.2589	24.3525	5.23096	34.9352	3269.617
2023-02-26T01:47:20Z	21.2929	-157.2593	24.3640	5.23209	34.9347	3140.513
2023-02-26T01:48:20Z	21.2932	-157.2597	24.3760	5.23317	34.9335	3172.156
2023-02-26T01:49:20Z	21.2932	-157.2595	24.3839	5.23383	34.9323	3229.671
2023-02-26T01:50:20Z	21.2928	-157.2591	24.3870	5.23428	34.9333	3386.901
2023-02-26T01:51:20Z	21.2926	-157.2585	24.3913	5.23457	34.9321	2087.012
2023-02-26T01:52:20Z	21.2927	-157.2578	24.3955	5.23506	34.9324	1191.204
2023-02-26T01:53:20Z	21.2927	-157.2574	24.3966	5.23518	34.9325	1097.119
2023-02-26T01:54:20Z	21.2928	-157.2571	24.3970	5.23518	34.9322	1089.218
2023-02-26T01:55:20Z	21.2929	-157.2569	24.3926	5.23488	34.9333	1222.939
2023-02-26T01:56:20Z	21.2929	-157.2569	24.3905	5.23475	34.9340	991.427
2023-02-26T01:57:20Z	21.2928	-157.2569	24.3872	5.23457	34.9352	1058.692
2023-02-26T01:58:21Z	21.2929	-157.2569	24.3864	5.23439	34.9345	1024.342
2023-02-26T01:59:22Z	21.2929	-157.2569	24.3849	5.23426	34.9347	848.942
2023-02-26T02:00:22Z	21.2929	-157.2569	24.3842	5.23439	34.9362	867.538
2023-02-26T02:01:22Z	21.2929	-157.2569	24.3858	5.23444	34.9354	806.292
2023-02-26T02:02:22Z	21.2929	-157.2569	24.3843	5.23428	34.9353	2619.202
2023-02-26T02:03:22Z	21.2928	-157.2569	24.3883	5.23447	34.9336	765.574
2023-02-26T02:04:22Z	21.2929	-157.2569	24.3886	5.23449	34.9336	1415.036
2023-02-26T02:05:22Z	21.2929	-157.2569	24.3892	5.23465	34.9343	2516.686
2023-02-26T02:06:22Z	21.2929	-157.2568	24.3898	5.23467	34.9340	2516.668
2023-02-26T02:07:22Z	21.2929	-157.2569	24.3892	5.23472	34.9348	711.964
2023-02-26T02:08:22Z	21.2928	-157.2569	24.3908	5.23488	34.9347	922.520
2023-02-26T02:09:22Z	21.2929	-157.2568	24.3925	5.23493	34.9338	716.158
2023-02-26T02:10:22Z	21.2928	-157.2569	24.3914	5.23498	34.9351	1029.121
2023-02-26T02:11:22Z	21.2928	-157.2569	24.3872	5.23454	34.9351	763.216
2023-02-26T02:12:22Z	21.2928	-157.2569	24.3884	5.23465	34.9349	813.738
2023-02-26T02:13:22Z	21.2929	-157.2569	24.3875	5.23460	34.9352	850.593
2023-02-26T02:14:22Z	21.2928	-157.2569	24.3896	5.23475	34.9347	1632.241
2023-02-26T02:15:22Z	21.2929	-157.2568	24.3926	5.23505	34.9346	755.137
2023-02-26T02:16:22Z	21.2929	-157.2569	24.3929	5.23498	34.9339	766.187
2023-02-26T02:17:22Z	21.2929	-157.2569	24.3914	5.23490	34.9345	763.519
2023-02-26T02:18:22Z	21.2929	-157.2569	24.3934	5.23513	34.9347	770.144
2023-02-26T02:19:22Z	21.2929	-157.2569	24.3944	5.23524	34.9346	760.160
2023-02-26T02:20:22Z	21.2929	-157.2569	24.3945	5.23521	34.9343	701.211
2023-02-26T02:21:22Z	21.2928	-157.2569	24.3923	5.23513	34.9355	717.658
2023-02-26T02:22:23Z	21.2928	-157.2569	24.3945	5.23523	34.9346	718.954
2023-02-26T02:23:23Z	21.2928	-157.2568	24.3940	5.23510	34.9340	711.295
2023-02-26T02:24:23Z	21.2928	-157.2569	24.3949	5.23521	34.9341	720.297
2023-02-26T02:25:23Z	21.2928	-157.2569	24.3972	5.23547	34.9342	709.093
2023-02-26T02:26:23Z	21.2929	-157.2569	24.4013	5.23580	34.9335	704.199
2023-02-26T02:27:23Z	21.2929	-157.2569	24.4015	5.23587	34.9339	698.852
2023-02-26T02:28:23Z	21.2929	-157.2569	24.4040	5.23602	34.9331	690.617
2023-02-26T02:29:23Z	21.2929	-157.2569	24.4054	5.23616	34.9330	693.840
2023-02-26T02:30:23Z	21.2929	-157.2569	24.4069	5.23630	34.9329	669.356
2023-02-26T02:31:23Z	21.2929	-157.2569	24.4098	5.23653	34.9324	671.908
2023-02-26T02:32:23Z	21.2929	-157.2569	24.4131	5.23689	34.9324	682.552
2023-02-26T02:33:23Z	21.2928	-157.2569	24.4130	5.23689	34.9325	2266.199
2023-02-26T02:34:23Z	21.2928	-157.2569	24.4151	5.23712	34.9326	1456.475
2023-02-26T02:35:23Z	21.2929	-157.2568	24.4177	5.23730	34.9320	696.479
2023-02-26T02:36:23Z	21.2929	-157.2568	24.4190	5.23735	34.9313	1227.636
2023-02-26T02:37:23Z	21.2928	-157.2569	24.4203	5.23748	34.9313	2200.923
2023-02-26T02:38:23Z	21.2929	-157.2569	24.4205	5.23745	34.9309	1685.522
2023-02-26T02:39:23Z	21.2928	-157.2569	24.4197	5.23753	34.9321	2146.391
2023-02-26T02:40:23Z	21.2929	-157.2569	24.4210	5.23758	34.9315	1582.758
2023-02-26T02:41:24Z	21.2929	-157.2569	24.4237	5.23791	34.9318	1298.918
2023-02-26T02:42:24Z	21.2927	-157.2569	24.4277	5.23827	34.9314	1542.358
2023-02-26T02:43:24Z	21.2927	-157.2568	24.4283	5.23836	34.9316	2337.017
2023-02-26T02:44:24Z	21.2931	-157.2567	24.4292	5.23845	34.9315	2404.060
2023-02-26T02:45:24Z	21.2938	-157.2571	24.4245	5.23782	34.9305	2490.926
2023-02-26T02:46:24Z	21.2946	-157.2577	24.4205	5.23738	34.9304	2525.052
2023-02-26T02:47:24Z	21.2952	-157.2587	24.4169	5.23714	34.9314	2531.802
2023-02-26T02:48:24Z	21.2955	-157.2600	24.4205	5.23732	34.9299	2535.661
2023-02-26T02:49:24Z	21.2959	-157.2613	24.4302	5.23831	34.9298	2510.071
2023-02-26T02:50:24Z	21.2962	-157.2628	24.4487	5.24001	34.9281	2466.609
2023-02-26T02:51:24Z	21.2966	-157.2643	24.4667	5.24161	34.9261	2486.368
2023-02-26T02:52:24Z	21.2970	-157.2660	24.4774	5.24271	34.9260	2457.614
2023-02-26T02:53:24Z	21.2974	-157.2677	24.4835	5.24327	34.9254	2445.067
2023-02-26T02:54:24Z	21.2979	-157.2693	24.4873	5.24365	34.9253	2387.644
2023-02-26T02:55:24Z	21.2983	-157.2710	24.4870	5.24335	34.9233	2468.509
2023-02-26T02:56:24Z	21.2988	-157.2727	24.4837	5.24291	34.9226	2422.850
2023-02-26T02:57:24Z	21.2992	-157.2745	24.4833	5.24286	34.9225	1218.601
2023-02-26T02:58:24Z	21.2997	-157.2761	24.4866	5.24298	34.9208	2322.528
2023-02-26T02:59:24Z	21.3002	-157.2778	24.4858	5.24257	34.9183	2405.585
2023-02-26T03:00:24Z	21.3007	-157.2794	24.4886	5.24255	34.9161	2439.456
2023-02-26T03:01:24Z	21.3013	-157.2810	24.4901	5.24243	34.9139	2432.503
2023-02-26T03:02:24Z	21.3017	-157.2828	24.4943	5.24268	34.9126	2439.647
2023-02-26T03:03:24Z	21.3022	-157.2845	24.4960	5.24273	34.9116	2437.532
2023-02-26T03:04:24Z	21.3026	-157.2862	24.5005	5.24291	34.9095	2465.317
2023-02-26T03:05:24Z	21.3029	-157.2880	24.5050	5.24327	34.9087	2483.130
2023-02-26T03:06:24Z	21.3034	-157.2898	24.5075	5.24350	34.9084	2566.525
2023-02-26T03:07:24Z	21.3038	-157.2915	24.5069	5.24342	34.9083	2602.759
2023-02-26T03:08:24Z	21.3042	-157.2933	24.5066	5.24319	34.9068	2648.769
2023-02-26T03:09:25Z	21.3046	-157.2951	24.5031	5.24289	34.9073	2570.882
2023-02-26T03:10:25Z	21.3051	-157.2968	24.5026	5.24281	34.9071	2472.420
2023-02-26T03:11:25Z	21.3048	-157.2983	24.5013	5.24259	34.9065	2444.024
2023-02-26T03:12:25Z	21.3044	-157.2999	24.4975	5.24212	34.9059	2290.892
2023-02-26T03:13:25Z	21.3036	-157.3011	24.4959	5.24189	34.9054	2041.140
2023-02-26T03:14:25Z	21.3023	-157.3015	24.4941	5.24148	34.9038	1549.274
2023-02-26T03:15:25Z	21.3010	-157.3019	24.4907	5.24118	34.9041	774.470
2023-02-26T03:16:25Z	21.2996	-157.3022	24.4937	5.24104	34.9008	697.772
2023-02-26T03:17:25Z	21.2981	-157.3026	24.4964	5.24107	34.8989	665.720
2023-02-26T03:18:25Z	21.2967	-157.3029	24.5006	5.24115	34.8962	645.452
2023-02-26T03:19:25Z	21.2953	-157.3034	24.4997	5.24079	34.8942	630.824
2023-02-26T03:20:25Z	21.2939	-157.3039	24.4943	5.24010	34.8933	611.129
2023-02-26T03:21:25Z	21.2926	-157.3043	24.4889	5.23929	34.8914	598.800
2023-02-26T03:22:25Z	21.2913	-157.3048	24.4852	5.23875	34.8902	595.697
2023-02-26T03:23:25Z	21.2899	-157.3053	24.4852	5.23895	34.8917	602.994
2023-02-26T03:24:25Z	21.2886	-157.3058	24.4850	5.23883	34.8909	571.857
2023-02-26T03:25:25Z	21.2873	-157.3063	24.4821	5.23860	34.8915	569.509
2023-02-26T03:26:25Z	21.2860	-157.3067	24.4859	5.23890	34.8908	561.221
2023-02-26T03:27:25Z	21.2849	-157.3072	24.4876	5.23916	34.8914	520.064
2023-02-26T03:28:25Z	21.2837	-157.3075	24.4879	5.23921	34.8915	476.517
2023-02-26T03:29:25Z	21.2829	-157.3082	24.4899	5.23954	34.8925	454.855
2023-02-26T03:30:25Z	21.2829	-157.3097	24.4873	5.23931	34.8928	452.279
2023-02-26T03:31:25Z	21.2830	-157.3111	24.4860	5.23923	34.8932	453.289
2023-02-26T03:32:25Z	21.2831	-157.3126	24.4855	5.23911	34.8927	463.887
2023-02-26T03:33:25Z	21.2840	-157.3134	24.4846	5.23908	34.8932	463.134
2023-02-26T03:34:25Z	21.2850	-157.3135	24.4839	5.23895	34.8928	479.499
2023-02-26T03:35:25Z	21.2861	-157.3133	24.4817	5.23883	34.8935	560.289
2023-02-26T03:36:25Z	21.2871	-157.3130	24.4799	5.23864	34.8935	518.988
2023-02-26T03:37:25Z	21.2882	-157.3125	24.4795	5.23855	34.8932	471.066
2023-02-26T03:38:25Z	21.2893	-157.3119	24.4803	5.23862	34.8931	461.315
2023-02-26T03:39:25Z	21.2904	-157.3113	24.4821	5.23885	34.8934	476.910
2023-02-26T03:40:25Z	21.2914	-157.3108	24.4839	5.23893	34.8925	767.860
2023-02-26T03:41:25Z	21.2923	-157.3104	24.4824	5.23878	34.8926	1159.563
2023-02-26T03:42:25Z	21.2932	-157.3099	24.4818	5.23867	34.8923	610.127
