geo
TN413
Gradients 5 Thompson underway feed
RFC3339	Latitude Decimal format	Longitude Decimal format	TSG temperature	TSG conductivity	TSG salinity	PAR
time	float	float	float	float	float	float
NA	deg	deg	C	S/m	PSU	µE/m^2/s
time	lat	lon	temp	conductivity	salinity	par
2023-02-24T22:14:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:15:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:16:43Z	21.2837	-157.8998	NA	NA	NA	NA
2023-02-24T22:17:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:18:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:19:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:20:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:21:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:22:43Z	21.2837	-157.8998	NA	NA	NA	NA
2023-02-24T22:23:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:24:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:25:43Z	21.2837	-157.8998	NA	NA	NA	NA
2023-02-24T22:26:43Z	21.2837	-157.8998	NA	NA	NA	NA
2023-02-24T22:27:43Z	21.2837	-157.8999	NA	NA	NA	NA
2023-02-24T22:28:43Z	21.2837	-157.8998	NA	NA	NA	NA
2023-02-24T22:29:44Z	21.2839	-157.8997	NA	NA	NA	NA
2023-02-24T22:30:44Z	21.2839	-157.8996	NA	NA	NA	NA
2023-02-24T22:31:44Z	21.2839	-157.8997	NA	NA	NA	NA
2023-02-24T22:32:44Z	21.2839	-157.8997	NA	NA	NA	NA
2023-02-24T22:33:44Z	21.2839	-157.8997	NA	NA	NA	NA
2023-02-24T22:34:44Z	21.2839	-157.8997	NA	NA	NA	NA
2023-02-24T22:35:44Z	21.2839	-157.8997	NA	NA	NA	NA
2023-02-24T22:36:44Z	21.2839	-157.8997	NA	NA	NA	NA
2023-02-24T22:37:44Z	21.2839	-157.8998	NA	NA	NA	NA
2023-02-24T23:04:49Z	21.2827	-157.8973	NA	NA	NA	NA
2023-02-24T23:05:49Z	21.2827	-157.8973	NA	NA	NA	NA
2023-02-24T23:06:49Z	21.2827	-157.8973	NA	NA	NA	NA
2023-02-24T23:07:49Z	21.2828	-157.8972	NA	NA	NA	NA
2023-02-24T23:08:49Z	21.2828	-157.8972	NA	NA	NA	NA
2023-02-24T23:09:49Z	21.2829	-157.8972	NA	NA	NA	NA
2023-02-24T23:10:49Z	21.2829	-157.8971	NA	NA	NA	NA
2023-02-24T23:11:49Z	21.2829	-157.8971	NA	NA	NA	NA
2023-02-24T23:12:49Z	21.2829	-157.8971	NA	NA	NA	NA
2023-02-24T23:13:49Z	21.2829	-157.8971	NA	NA	NA	NA
2023-02-24T23:14:49Z	21.2829	-157.8971	NA	NA	NA	NA
2023-02-24T23:15:49Z	21.2829	-157.8971	NA	NA	NA	NA
2023-02-24T23:16:49Z	21.2829	-157.8971	NA	NA	NA	NA
2023-02-24T23:17:49Z	21.2828	-157.8973	NA	NA	NA	NA
2023-02-24T23:18:49Z	21.2827	-157.8973	NA	NA	NA	NA
2023-02-24T23:19:49Z	21.2827	-157.8972	NA	NA	NA	NA
2023-02-24T23:20:49Z	21.2827	-157.8972	NA	NA	NA	NA
2023-02-24T23:21:49Z	21.2827	-157.8972	NA	NA	NA	NA
2023-02-24T23:22:49Z	21.2827	-157.8972	NA	NA	NA	3663.962
2023-02-24T23:23:49Z	21.2827	-157.8973	NA	NA	NA	4054.183
2023-02-24T23:24:49Z	21.2827	-157.8972	NA	NA	NA	4302.228
2023-02-24T23:25:49Z	21.2827	-157.8972	NA	NA	NA	4517.862
2023-02-24T23:26:49Z	21.2827	-157.8972	NA	NA	NA	3200.916
2023-02-24T23:27:50Z	21.2827	-157.8971	NA	NA	NA	3086.001
2023-02-24T23:28:50Z	21.2821	-157.8968	NA	NA	NA	3088.468
2023-02-24T23:29:50Z	21.2811	-157.8962	NA	NA	NA	3519.830
2023-02-24T23:30:50Z	21.2799	-157.8951	NA	NA	NA	3019.306
2023-02-24T23:31:50Z	21.2784	-157.8937	NA	NA	NA	2952.550
2023-02-24T23:32:50Z	21.2767	-157.8919	NA	NA	NA	2607.741
2023-02-24T23:33:50Z	21.2746	-157.8898	NA	NA	NA	2555.968
2023-02-24T23:34:50Z	21.2724	-157.8874	NA	NA	NA	2757.242
2023-02-24T23:35:50Z	21.2701	-157.8851	NA	NA	NA	2703.345
2023-02-24T23:36:50Z	21.2677	-157.8826	NA	NA	NA	2103.718
2023-02-24T23:37:50Z	21.2652	-157.8802	NA	NA	NA	2262.823
2023-02-24T23:38:50Z	21.2627	-157.8776	NA	NA	NA	2226.141
2023-02-24T23:39:50Z	21.2602	-157.8751	NA	NA	NA	2178.308
2023-02-24T23:40:50Z	21.2576	-157.8725	NA	NA	NA	2295.478
2023-02-24T23:41:50Z	21.2551	-157.8700	NA	NA	NA	2164.308
2023-02-24T23:42:50Z	21.2525	-157.8675	NA	NA	NA	2275.611
2023-02-24T23:43:50Z	21.2499	-157.8649	NA	NA	NA	2404.609
2023-02-24T23:44:50Z	21.2473	-157.8624	NA	NA	NA	2669.451
2023-02-24T23:45:50Z	21.2447	-157.8599	NA	NA	NA	2662.092
2023-02-24T23:46:50Z	21.2422	-157.8576	NA	NA	NA	2649.810
2023-02-24T23:47:50Z	21.2396	-157.8551	NA	NA	NA	2730.122
2023-02-24T23:48:50Z	21.2370	-157.8527	NA	NA	NA	2744.662
2023-02-24T23:49:50Z	21.2344	-157.8503	NA	NA	NA	2863.280
2023-02-24T23:50:50Z	21.2324	-157.8476	NA	NA	NA	2550.901
2023-02-24T23:51:50Z	21.2306	-157.8448	NA	NA	NA	2421.485
2023-02-24T23:52:52Z	21.2289	-157.8420	NA	NA	NA	2731.571
2023-02-24T23:53:52Z	21.2272	-157.8391	NA	NA	NA	2798.926
2023-02-24T23:54:52Z	21.2258	-157.8361	NA	NA	NA	2829.600
2023-02-24T23:55:52Z	21.2246	-157.8330	NA	NA	NA	3066.477
2023-02-24T23:56:52Z	21.2237	-157.8298	NA	NA	NA	2674.143
2023-02-24T23:57:52Z	21.2234	-157.8265	NA	NA	NA	2020.911
2023-02-24T23:58:52Z	21.2232	-157.8231	NA	NA	NA	1759.399
2023-02-24T23:59:52Z	21.2231	-157.8199	NA	NA	NA	2279.080
2023-02-25T00:00:52Z	21.2229	-157.8168	NA	NA	NA	2808.370
2023-02-25T00:01:52Z	21.2228	-157.8137	NA	NA	NA	2830.837
2023-02-25T00:02:52Z	21.2227	-157.8106	NA	NA	NA	2876.169
2023-02-25T00:03:52Z	21.2226	-157.8075	NA	NA	NA	3022.428
2023-02-25T00:04:52Z	21.2224	-157.8043	NA	NA	NA	3246.229
2023-02-25T00:05:52Z	21.2223	-157.8012	NA	NA	NA	3285.729
2023-02-25T00:06:52Z	21.2222	-157.7981	NA	NA	NA	3410.972
2023-02-25T00:07:52Z	21.2221	-157.7952	NA	NA	NA	3592.834
2023-02-25T00:08:53Z	21.2220	-157.7921	NA	NA	NA	3780.962
2023-02-25T00:09:53Z	21.2219	-157.7888	NA	NA	NA	2447.119
2023-02-25T00:10:53Z	21.2218	-157.7856	NA	NA	NA	3530.609
2023-02-25T00:11:53Z	21.2217	-157.7824	NA	NA	NA	3935.911
2023-02-25T00:12:53Z	21.2215	-157.7793	NA	NA	NA	3914.000
2023-02-25T00:13:53Z	21.2214	-157.7761	NA	NA	NA	4022.299
2023-02-25T00:14:53Z	21.2213	-157.7729	NA	NA	NA	3945.200
2023-02-25T00:15:53Z	21.2212	-157.7698	NA	NA	NA	3951.015
2023-02-25T00:16:53Z	21.2211	-157.7669	NA	NA	NA	4013.525
2023-02-25T00:17:53Z	21.2210	-157.7640	NA	NA	NA	3893.662
2023-02-25T00:18:53Z	21.2208	-157.7610	NA	NA	NA	3191.207
2023-02-25T00:19:53Z	21.2207	-157.7581	NA	NA	NA	3576.977
2023-02-25T00:20:53Z	21.2206	-157.7550	NA	NA	NA	3828.694
2023-02-25T00:21:53Z	21.2205	-157.7519	NA	NA	NA	3961.344
2023-02-25T00:22:53Z	21.2203	-157.7488	NA	NA	NA	3668.624
2023-02-25T00:23:53Z	21.2202	-157.7457	NA	NA	NA	3772.008
2023-02-25T00:24:53Z	21.2201	-157.7426	NA	NA	NA	1697.528
2023-02-25T00:25:53Z	21.2200	-157.7393	NA	NA	NA	3579.768
2023-02-25T00:26:53Z	21.2198	-157.7360	NA	NA	NA	3565.504
2023-02-25T00:27:53Z	21.2196	-157.7328	NA	NA	NA	3861.959
2023-02-25T00:28:53Z	21.2195	-157.7295	NA	NA	NA	3733.418
2023-02-25T00:29:53Z	21.2193	-157.7265	NA	NA	NA	1934.229
2023-02-25T00:30:53Z	21.2191	-157.7236	NA	NA	NA	3999.909
2023-02-25T00:31:53Z	21.2190	-157.7205	NA	NA	NA	4010.459
2023-02-25T00:32:53Z	21.2189	-157.7180	NA	NA	NA	4202.228
2023-02-25T00:33:53Z	21.2189	-157.7156	NA	NA	NA	1885.246
2023-02-25T00:34:53Z	21.2188	-157.7130	NA	NA	NA	2466.997
2023-02-25T00:35:53Z	21.2189	-157.7104	NA	NA	NA	4158.787
2023-02-25T00:36:53Z	21.2189	-157.7076	NA	NA	NA	4086.768
2023-02-25T00:37:53Z	21.2190	-157.7046	NA	NA	NA	2299.769
2023-02-25T00:38:53Z	21.2190	-157.7018	NA	NA	NA	2287.507
2023-02-25T00:39:53Z	21.2192	-157.6989	NA	NA	NA	2019.435
2023-02-25T00:40:53Z	21.2194	-157.6959	NA	NA	NA	3735.983
2023-02-25T00:41:53Z	21.2195	-157.6930	NA	NA	NA	3500.921
2023-02-25T00:42:53Z	21.2197	-157.6900	NA	NA	NA	3503.940
2023-02-25T00:43:53Z	21.2199	-157.6872	NA	NA	NA	3573.520
2023-02-25T00:44:53Z	21.2200	-157.6845	NA	NA	NA	3474.159
2023-02-25T00:45:53Z	21.2201	-157.6816	NA	NA	NA	3578.588
2023-02-25T00:46:53Z	21.2203	-157.6785	NA	NA	NA	3576.794
2023-02-25T00:47:53Z	21.2204	-157.6754	NA	NA	NA	3547.843
2023-02-25T00:48:53Z	21.2206	-157.6723	NA	NA	NA	3723.833
2023-02-25T00:49:53Z	21.2207	-157.6693	NA	NA	NA	2357.051
2023-02-25T00:50:53Z	21.2209	-157.6664	NA	NA	NA	3510.426
2023-02-25T00:51:53Z	21.2210	-157.6637	NA	NA	NA	3674.815
2023-02-25T00:52:53Z	21.2210	-157.6610	NA	NA	NA	1832.109
2023-02-25T00:53:53Z	21.2212	-157.6581	NA	NA	NA	3249.895
2023-02-25T00:54:53Z	21.2213	-157.6553	NA	NA	NA	3614.742
2023-02-25T00:55:53Z	21.2214	-157.6524	NA	NA	NA	3330.609
2023-02-25T00:56:53Z	21.2216	-157.6496	NA	NA	NA	3162.731
2023-02-25T00:57:53Z	21.2218	-157.6467	NA	NA	NA	3070.730
2023-02-25T00:58:53Z	21.2220	-157.6438	NA	NA	NA	2685.522
2023-02-25T00:59:53Z	21.2222	-157.6407	NA	NA	NA	3013.823
2023-02-25T01:00:53Z	21.2223	-157.6377	NA	NA	NA	3209.250
2023-02-25T01:01:53Z	21.2225	-157.6347	NA	NA	NA	3473.566
2023-02-25T01:02:54Z	21.2227	-157.6318	NA	NA	NA	3440.359
2023-02-25T01:03:54Z	21.2229	-157.6289	NA	NA	NA	3460.256
2023-02-25T01:04:55Z	21.2230	-157.6258	NA	NA	NA	3553.492
2023-02-25T01:05:55Z	21.2232	-157.6228	NA	NA	NA	3729.543
2023-02-25T01:06:55Z	21.2234	-157.6199	NA	NA	NA	3079.637
2023-02-25T01:07:55Z	21.2235	-157.6170	NA	NA	NA	3665.176
2023-02-25T01:08:55Z	21.2237	-157.6141	NA	NA	NA	3593.605
2023-02-25T01:09:55Z	21.2239	-157.6111	NA	NA	NA	3564.222
2023-02-25T01:10:55Z	21.2241	-157.6080	NA	NA	NA	3555.712
2023-02-25T01:11:55Z	21.2242	-157.6050	NA	NA	NA	3473.965
2023-02-25T01:12:55Z	21.2244	-157.6023	NA	NA	NA	3280.932
2023-02-25T01:13:55Z	21.2246	-157.5996	NA	NA	NA	3654.504
2023-02-25T01:14:55Z	21.2248	-157.5967	NA	NA	NA	1636.768
2023-02-25T01:15:55Z	21.2250	-157.5938	NA	NA	NA	3461.295
2023-02-25T01:16:55Z	21.2249	-157.5909	NA	NA	NA	1586.299
2023-02-25T01:17:55Z	21.2249	-157.5881	NA	NA	NA	1538.211
2023-02-25T01:18:55Z	21.2249	-157.5851	NA	NA	NA	1698.700
2023-02-25T01:19:55Z	21.2248	-157.5822	NA	NA	NA	3058.315
2023-02-25T01:20:55Z	21.2249	-157.5793	NA	NA	NA	3279.507
2023-02-25T01:21:55Z	21.2251	-157.5761	NA	NA	NA	3426.462
2023-02-25T01:22:55Z	21.2253	-157.5730	NA	NA	NA	3569.204
2023-02-25T01:23:55Z	21.2254	-157.5700	NA	NA	NA	2434.706
2023-02-25T01:24:55Z	21.2256	-157.5671	NA	NA	NA	2053.080
2023-02-25T01:25:55Z	21.2259	-157.5643	NA	NA	NA	1694.803
2023-02-25T01:26:55Z	21.2261	-157.5617	NA	NA	NA	1213.892
2023-02-25T01:27:55Z	21.2263	-157.5590	NA	NA	NA	1614.113
2023-02-25T01:28:55Z	21.2267	-157.5562	NA	NA	NA	1348.568
2023-02-25T01:29:55Z	21.2270	-157.5531	NA	NA	NA	1245.980
2023-02-25T01:30:55Z	21.2274	-157.5501	NA	NA	NA	2248.154
2023-02-25T01:31:55Z	21.2278	-157.5470	NA	NA	NA	1263.554
2023-02-25T01:32:55Z	21.2281	-157.5441	NA	NA	NA	3396.614
2023-02-25T01:33:55Z	21.2285	-157.5411	NA	NA	NA	2077.682
2023-02-25T01:34:55Z	21.2289	-157.5381	NA	NA	NA	1182.046
2023-02-25T01:35:56Z	21.2293	-157.5349	NA	NA	NA	3173.455
2023-02-25T01:36:56Z	21.2296	-157.5321	NA	NA	NA	3060.162
2023-02-25T01:37:56Z	21.2300	-157.5293	NA	NA	NA	3243.761
2023-02-25T01:38:56Z	21.2304	-157.5264	NA	NA	NA	3333.158
2023-02-25T01:39:56Z	21.2307	-157.5235	NA	NA	NA	3121.298
2023-02-25T01:40:56Z	21.2311	-157.5206	NA	NA	NA	3370.267
2023-02-25T01:41:56Z	21.2315	-157.5177	NA	NA	NA	3270.388
2023-02-25T01:42:56Z	21.2318	-157.5147	NA	NA	NA	3280.609
2023-02-25T01:43:56Z	21.2320	-157.5120	NA	NA	NA	3208.586
2023-02-25T01:44:56Z	21.2322	-157.5092	NA	NA	NA	2152.351
2023-02-25T01:45:56Z	21.2325	-157.5064	NA	NA	NA	2816.501
2023-02-25T01:46:56Z	21.2327	-157.5035	NA	NA	NA	1785.179
2023-02-25T01:47:56Z	21.2330	-157.5005	NA	NA	NA	1088.113
2023-02-25T01:48:56Z	21.2332	-157.4977	NA	NA	NA	2027.425
2023-02-25T01:49:56Z	21.2334	-157.4948	NA	NA	NA	2786.053
2023-02-25T01:50:56Z	21.2337	-157.4920	NA	NA	NA	3030.855
2023-02-25T01:51:56Z	21.2339	-157.4892	NA	NA	NA	2995.737
2023-02-25T01:52:56Z	21.2341	-157.4866	NA	NA	NA	2995.570
2023-02-25T01:53:56Z	21.2343	-157.4841	NA	NA	NA	2859.413
2023-02-25T01:54:56Z	21.2345	-157.4816	NA	NA	NA	2811.440
2023-02-25T01:55:56Z	21.2347	-157.4789	NA	NA	NA	2673.779
2023-02-25T01:56:56Z	21.2347	-157.4762	NA	NA	NA	2952.436
2023-02-25T01:57:56Z	21.2346	-157.4734	NA	NA	NA	3029.816
2023-02-25T01:58:56Z	21.2346	-157.4707	NA	NA	NA	3137.834
2023-02-25T01:59:56Z	21.2345	-157.4679	NA	NA	NA	3077.843
2023-02-25T02:00:56Z	21.2344	-157.4652	NA	NA	NA	2483.228
2023-02-25T02:01:56Z	21.2343	-157.4626	NA	NA	NA	2686.925
2023-02-25T02:02:56Z	21.2343	-157.4600	NA	NA	NA	2264.739
2023-02-25T02:03:56Z	21.2342	-157.4573	NA	NA	NA	3028.098
2023-02-25T02:04:56Z	21.2342	-157.4547	NA	NA	NA	2350.546
2023-02-25T02:05:56Z	21.2341	-157.4520	NA	NA	NA	1976.628
2023-02-25T02:06:56Z	21.2340	-157.4493	NA	NA	NA	865.424
2023-02-25T02:07:56Z	21.2340	-157.4466	NA	NA	NA	1955.371
2023-02-25T02:08:56Z	21.2339	-157.4439	NA	NA	NA	1040.230
2023-02-25T02:09:56Z	21.2339	-157.4413	NA	NA	NA	1309.752
2023-02-25T02:10:56Z	21.2338	-157.4387	NA	NA	NA	1364.824
2023-02-25T02:11:56Z	21.2338	-157.4359	NA	NA	NA	1121.209
2023-02-25T02:12:56Z	21.2337	-157.4332	NA	NA	NA	1431.083
2023-02-25T02:13:56Z	21.2336	-157.4306	NA	NA	NA	1880.583
2023-02-25T02:14:56Z	21.2335	-157.4279	NA	NA	NA	1859.247
2023-02-25T02:15:56Z	21.2335	-157.4251	NA	NA	NA	1740.188
2023-02-25T02:16:56Z	21.2334	-157.4225	NA	NA	NA	2135.335
2023-02-25T02:17:56Z	21.2335	-157.4199	NA	NA	NA	2363.835
2023-02-25T02:18:56Z	21.2335	-157.4173	NA	NA	NA	2236.797
2023-02-25T02:19:56Z	21.2335	-157.4147	NA	NA	NA	2123.525
2023-02-25T02:20:56Z	21.2335	-157.4120	NA	NA	NA	2244.456
2023-02-25T02:21:56Z	21.2336	-157.4092	NA	NA	NA	2237.739
2023-02-25T02:22:56Z	21.2336	-157.4066	NA	NA	NA	2144.094
2023-02-25T02:23:56Z	21.2336	-157.4041	NA	NA	NA	1995.596
2023-02-25T02:24:56Z	21.2337	-157.4013	NA	NA	NA	2210.107
2023-02-25T02:25:56Z	21.2337	-157.3986	NA	NA	NA	1856.230
2023-02-25T02:26:56Z	21.2337	-157.3959	NA	NA	NA	1579.100
2023-02-25T02:27:56Z	21.2338	-157.3931	NA	NA	NA	2339.866
2023-02-25T02:28:56Z	21.2338	-157.3904	NA	NA	NA	2437.245
2023-02-25T02:29:56Z	21.2338	-157.3877	NA	NA	NA	2693.388
2023-02-25T02:30:56Z	21.2339	-157.3849	NA	NA	NA	2542.130
2023-02-25T02:31:56Z	21.2340	-157.3821	NA	NA	NA	1658.507
2023-02-25T02:32:56Z	21.2340	-157.3792	NA	NA	NA	1966.059
2023-02-25T02:33:56Z	21.2341	-157.3763	NA	NA	NA	1906.009
2023-02-25T02:34:56Z	21.2342	-157.3735	NA	NA	NA	2035.886
2023-02-25T02:35:56Z	21.2345	-157.3708	NA	NA	NA	1409.609
2023-02-25T02:36:56Z	21.2352	-157.3683	NA	NA	NA	1781.383
2023-02-25T02:37:56Z	21.2360	-157.3656	NA	NA	NA	1689.824
2023-02-25T02:38:56Z	21.2367	-157.3630	NA	NA	NA	1380.741
2023-02-25T02:39:56Z	21.2374	-157.3603	NA	NA	NA	1183.348
2023-02-25T02:40:56Z	21.2382	-157.3576	NA	NA	NA	1457.364
2023-02-25T02:41:56Z	21.2388	-157.3549	NA	NA	NA	1286.427
2023-02-25T02:42:56Z	21.2394	-157.3521	NA	NA	NA	1539.140
2023-02-25T02:43:56Z	21.2400	-157.3494	NA	NA	NA	1604.118
2023-02-25T02:44:56Z	21.2406	-157.3467	NA	NA	NA	817.737
2023-02-25T02:45:56Z	21.2411	-157.3442	NA	NA	NA	1545.042
2023-02-25T02:46:56Z	21.2416	-157.3415	NA	NA	NA	1384.570
2023-02-25T02:47:56Z	21.2422	-157.3387	NA	NA	NA	1191.073
2023-02-25T02:48:56Z	21.2427	-157.3359	NA	NA	NA	1347.514
2023-02-25T02:49:56Z	21.2433	-157.3331	NA	NA	NA	1383.119
2023-02-25T02:50:56Z	21.2438	-157.3305	NA	NA	NA	1390.303
2023-02-25T02:51:56Z	21.2443	-157.3278	NA	NA	NA	1359.145
2023-02-25T02:52:56Z	21.2448	-157.3251	NA	NA	NA	1260.993
2023-02-25T02:53:56Z	21.2454	-157.3223	NA	NA	NA	1059.413
2023-02-25T02:54:56Z	21.2459	-157.3196	NA	NA	NA	1161.559
2023-02-25T02:55:56Z	21.2464	-157.3170	NA	NA	NA	915.656
2023-02-25T02:56:56Z	21.2469	-157.3144	NA	NA	NA	858.683
2023-02-25T02:57:56Z	21.2473	-157.3118	NA	NA	NA	793.228
2023-02-25T02:58:56Z	21.2477	-157.3092	NA	NA	NA	768.217
2023-02-25T02:59:56Z	21.2482	-157.3065	NA	NA	NA	744.286
2023-02-25T03:00:56Z	21.2486	-157.3037	NA	NA	NA	691.524
2023-02-25T03:01:57Z	21.2491	-157.3009	NA	NA	NA	693.381
2023-02-25T03:02:57Z	21.2495	-157.2981	NA	NA	NA	652.913
2023-02-25T03:03:57Z	21.2499	-157.2954	NA	NA	NA	643.334
2023-02-25T03:04:57Z	21.2503	-157.2929	NA	NA	NA	645.520
2023-02-25T03:05:57Z	21.2506	-157.2904	NA	NA	NA	633.080
2023-02-25T03:06:57Z	21.2508	-157.2878	NA	NA	NA	715.532
2023-02-25T03:07:58Z	21.2510	-157.2851	NA	NA	NA	698.944
2023-02-25T03:08:58Z	21.2511	-157.2824	NA	NA	NA	659.675
2023-02-25T03:09:58Z	21.2513	-157.2798	NA	NA	NA	661.355
2023-02-25T03:10:58Z	21.2516	-157.2772	NA	NA	NA	654.280
2023-02-25T03:11:58Z	21.2518	-157.2745	NA	NA	NA	680.809
2023-02-25T03:12:58Z	21.2521	-157.2718	NA	NA	NA	704.182
2023-02-25T03:13:58Z	21.2521	-157.2693	NA	NA	NA	664.870
2023-02-25T03:14:59Z	21.2522	-157.2665	NA	NA	NA	614.314
2023-02-25T03:15:59Z	21.2522	-157.2638	NA	NA	NA	732.897
2023-02-25T03:16:59Z	21.2523	-157.2610	NA	NA	NA	1272.524
2023-02-25T03:17:59Z	21.2523	-157.2582	NA	NA	NA	869.450
2023-02-25T03:18:59Z	21.2522	-157.2554	NA	NA	NA	605.506
2023-02-25T03:19:59Z	21.2522	-157.2527	NA	NA	NA	643.639
2023-02-25T03:20:59Z	21.2522	-157.2500	NA	NA	NA	729.383
2023-02-25T03:21:59Z	21.2522	-157.2474	NA	NA	NA	987.969
2023-02-25T03:22:59Z	21.2522	-157.2446	NA	NA	NA	713.999
2023-02-25T03:23:59Z	21.2522	-157.2418	NA	NA	NA	641.862
2023-02-25T03:24:59Z	21.2521	-157.2392	NA	NA	NA	563.793
2023-02-25T03:25:59Z	21.2521	-157.2364	NA	NA	NA	529.377
2023-02-25T03:26:59Z	21.2520	-157.2336	NA	NA	NA	529.283
2023-02-25T03:27:59Z	21.2520	-157.2310	NA	NA	NA	456.359
2023-02-25T03:28:59Z	21.2519	-157.2283	NA	NA	NA	497.416
2023-02-25T03:29:59Z	21.2518	-157.2256	NA	NA	NA	494.919
2023-02-25T03:30:59Z	21.2517	-157.2230	NA	NA	NA	505.575
2023-02-25T03:31:59Z	21.2516	-157.2203	NA	NA	NA	509.556
2023-02-25T03:32:59Z	21.2516	-157.2176	NA	NA	NA	539.786
2023-02-25T03:33:59Z	21.2517	-157.2148	NA	NA	NA	540.881
2023-02-25T03:34:59Z	21.2517	-157.2120	NA	NA	NA	482.448
2023-02-25T03:35:59Z	21.2517	-157.2095	NA	NA	NA	519.808
2023-02-25T03:36:59Z	21.2517	-157.2069	NA	NA	NA	596.145
2023-02-25T03:37:59Z	21.2518	-157.2042	NA	NA	NA	635.797
2023-02-25T03:38:59Z	21.2518	-157.2014	NA	NA	NA	789.899
2023-02-25T03:40:00Z	21.2518	-157.1986	NA	NA	NA	1389.151
2023-02-25T03:41:00Z	21.2519	-157.1958	NA	NA	NA	797.908
2023-02-25T03:42:00Z	21.2520	-157.1930	NA	NA	NA	432.798
2023-02-25T03:43:00Z	21.2520	-157.1901	NA	NA	NA	387.026
2023-02-25T03:44:00Z	21.2520	-157.1873	NA	NA	NA	373.751
2023-02-25T03:45:00Z	21.2521	-157.1845	NA	NA	NA	382.366
2023-02-25T03:46:00Z	21.2519	-157.1816	NA	NA	NA	388.652
2023-02-25T03:47:00Z	21.2511	-157.1788	NA	NA	NA	381.278
2023-02-25T03:48:00Z	21.2502	-157.1760	NA	NA	NA	380.461
2023-02-25T03:49:00Z	21.2494	-157.1732	NA	NA	NA	370.377
2023-02-25T03:50:00Z	21.2485	-157.1707	NA	NA	NA	355.940
2023-02-25T03:51:00Z	21.2476	-157.1680	NA	NA	NA	338.744
2023-02-25T03:52:00Z	21.2467	-157.1654	NA	NA	NA	319.286
2023-02-25T03:53:00Z	21.2459	-157.1627	NA	NA	NA	297.211
2023-02-25T03:54:00Z	21.2450	-157.1600	NA	NA	NA	271.757
2023-02-25T03:55:00Z	21.2441	-157.1573	NA	NA	NA	258.145
2023-02-25T03:56:00Z	21.2432	-157.1546	NA	NA	NA	255.894
2023-02-25T03:57:00Z	21.2424	-157.1518	NA	NA	NA	246.575
2023-02-25T03:58:00Z	21.2414	-157.1490	NA	NA	NA	229.677
2023-02-25T03:59:00Z	21.2405	-157.1462	NA	NA	NA	197.839
2023-02-25T04:00:00Z	21.2396	-157.1434	NA	NA	NA	187.679
2023-02-25T04:01:00Z	21.2389	-157.1406	NA	NA	NA	187.376
2023-02-25T04:02:00Z	21.2383	-157.1378	NA	NA	NA	152.452
2023-02-25T04:03:00Z	21.2376	-157.1349	NA	NA	NA	144.169
2023-02-25T04:04:00Z	21.2370	-157.1321	NA	NA	NA	141.672
2023-02-25T04:05:00Z	21.2363	-157.1292	NA	NA	NA	142.692
2023-02-25T04:06:00Z	21.2357	-157.1263	NA	NA	NA	139.751
2023-02-25T04:07:00Z	21.2351	-157.1234	NA	NA	NA	141.349
2023-02-25T04:08:00Z	21.2345	-157.1203	NA	NA	NA	142.568
2023-02-25T04:09:00Z	21.2339	-157.1173	NA	NA	NA	136.094
2023-02-25T04:10:00Z	21.2332	-157.1144	NA	NA	NA	130.825
2023-02-25T04:11:01Z	21.2324	-157.1114	NA	NA	NA	127.337
2023-02-25T04:12:01Z	21.2317	-157.1085	NA	NA	NA	125.473
2023-02-25T04:13:01Z	21.2310	-157.1057	NA	NA	NA	124.430
2023-02-25T04:14:01Z	21.2303	-157.1028	NA	NA	NA	119.908
2023-02-25T04:15:01Z	21.2296	-157.0998	NA	NA	NA	99.470
2023-02-25T04:16:01Z	21.2288	-157.0969	NA	NA	NA	78.999
2023-02-25T04:17:01Z	21.2280	-157.0941	NA	NA	NA	71.866
2023-02-25T04:18:01Z	21.2273	-157.0913	NA	NA	NA	64.319
2023-02-25T04:19:02Z	21.2266	-157.0884	NA	NA	NA	58.402
2023-02-25T04:20:02Z	21.2259	-157.0856	26.5682	5.45020	34.8463	54.122
2023-02-25T04:21:02Z	21.2251	-157.0827	25.0258	5.31101	35.0090	49.574
2023-02-25T04:22:02Z	21.2243	-157.0801	24.5832	5.26280	34.9939	43.768
2023-02-25T04:23:02Z	21.2236	-157.0774	24.3960	5.24406	34.9996	38.131
2023-02-25T04:24:02Z	21.2230	-157.0746	24.3011	5.23537	35.0086	33.617
2023-02-25T04:25:02Z	21.2223	-157.0718	24.2445	5.23057	35.0168	29.874
2023-02-25T04:26:02Z	21.2216	-157.0689	24.2140	5.22770	35.0190	26.714
2023-02-25T04:27:02Z	21.2209	-157.0660	24.1954	5.22589	35.0200	23.129
2023-02-25T04:28:02Z	21.2202	-157.0632	24.1865	5.22515	35.0214	20.351
2023-02-25T04:29:03Z	21.2195	-157.0604	24.1926	5.22630	35.0253	17.985
