population,time,lat,lon,abundance_cells_per_microliter,diameter_micrometer,NO3NO2,PO4,Fe,SiO4,Satellite_CHL,temp,salin,biomass
synecho,2023-03-08 02:10:00,-5.505,-179.1946,15.495166754646071,0.930972381674189,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.064210000000003,35.62617,1.9276692253105074
picoeuk,2023-03-08 02:20:00,-5.515,-179.1988,31.27412777219775,1.52933034950234,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.06521,35.62858,14.001607566608241
prochloro,2023-03-08 02:20:00,-5.525,-179.203,56.61695544966835,0.6357376419292311,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.06521,35.62858,2.632587925741164
synecho,2023-03-08 02:20:00,-5.525,-179.203,15.31070048375743,0.9334455673585188,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.06521,35.62858,1.9178030161116777
picoeuk,2023-03-08 02:30:00,-5.564866666666667,-179.21973333333335,31.5768416526304,1.5294182955045563,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.07102,35.63039,14.139231884519578
prochloro,2023-03-08 02:30:00,-5.558266666666667,-179.21693333333334,57.78997173634485,0.6420893570289437,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.07102,35.63039,2.7569451167987573
synecho,2023-03-08 02:30:00,-5.5599,-179.21765,14.501886834476451,0.9307510215387372,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.07102,35.63039,1.8029941595147028
picoeuk,2023-03-08 02:40:00,-5.595133333333333,-179.23146666666665,30.19570957315645,1.5387678352855867,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.093,35.63441,13.73507892741834
prochloro,2023-03-08 02:40:00,-5.595133333333333,-179.23146666666665,58.92514878796728,0.6460907090966056,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.093,35.63441,2.856519740152475
synecho,2023-03-08 02:40:00,-5.595133333333333,-179.23146666666665,14.237012189097888,0.9450507069529234,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.093,35.63441,1.841078755333841
picoeuk,2023-03-08 02:50:00,-5.6256,-179.24300000000002,28.161850688999607,1.54996761873923,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.09397,35.636849999999995,13.051874435570802
prochloro,2023-03-08 02:50:00,-5.6256,-179.24300000000002,59.44543826996088,0.6498048891213174,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.09397,35.636849999999995,2.9246771389287374
synecho,2023-03-08 02:50:00,-5.6256,-179.243,14.84243994996318,0.9343843970997354,0.0122946281483109,0.5327089903294109,7.6154738666e-06,3.085310882423073,0.1086119083338417,29.09397,35.636849999999995,1.8639772762789606
picoeuk,2023-03-08 03:00:00,-5.66155,-179.255675,26.591522434255257,1.560880332149485,0.0066845817875673,0.5322748604812659,7.7930428119e-06,3.092201710678637,0.1039122095389757,29.105380000000004,35.63918,12.549202130421387
prochloro,2023-03-08 03:00:00,-5.66155,-179.255675,57.31934625035972,0.6536757089460045,0.0066845817875673,0.5322748604812659,7.7930428119e-06,3.092201710678637,0.1039122095389757,29.105380000000004,35.63918,2.86362012000278
synecho,2023-03-08 03:00:00,-5.66155,-179.255675,13.430563492007792,0.9424861582223464,0.0066845817875673,0.5322748604812659,7.7930428119e-06,3.092201710678637,0.1039122095389757,29.105380000000004,35.63918,1.7246580782117555
picoeuk,2023-03-08 03:10:00,-5.6979,-179.26796666666667,23.5170845861112,1.5690857232809583,0.0066845817875673,0.5322748604812659,7.7930428119e-06,3.092201710678637,0.1039122095389757,29.09766,35.64132,11.249448054507459
prochloro,2023-03-08 03:10:00,-5.6875,-179.2645,55.05608700368752,0.652351351599584,0.0066845817875673,0.5322748604812659,7.7930428119e-06,3.092201710678637,0.1039122095389757,29.09766,35.64132,2.7361953831115398
synecho,2023-03-08 03:10:00,-5.697900000000001,-179.26794999999998,11.79165162372792,0.954182781656651,0.0066845817875673,0.5322748604812659,7.7930428119e-06,3.092201710678637,0.1039122095389757,29.09766,35.64132,1.5631599767825533
picoeuk,2023-03-08 03:20:00,-5.7238500000000005,-179.27710000000002,20.418997216058337,1.619236927607685,0.0066845817875673,0.5322748604812659,7.7930428119e-06,3.092201710678637,0.1039122095389757,29.13228,35.64753,10.5933802947557
