predictions,reals
0.5906380791896848,0.6565072092382064
0.6139036683554188,0.5315561810354053
0.5946606797881097,0.484782250463006
0.5915659497816672,0.4648241658930291
0.589240114396162,0.4647840802525561
0.5891879914856815,0.3648603108351013
0.5844661101391987,0.3508910776957462
0.5796145679606848,0.3195099309483789
0.5533153510979213,0.3586103803161465
0.554722030980115,0.429323602648954
0.5548069627600137,0.4097830476498905
0.5509426254226946,0.4570832509711968
0.5942457895646694,0.4440573996245052
0.6427490355860126,0.491720028492914
0.6594734811869442,0.5612039572554469
0.5221361154015426,0.603594338070821
0.5187511636274276,0.6059566731911087
0.5239666195814127,0.6089241227735782
0.5276140173077304,0.6638104791689542
0.5195059269238155,0.6417269340486339
0.518265486143212,0.6676075759701947
0.5152834432921989,0.5295906482890099
0.5233805551655284,0.5014967397355236
0.5403465322510542,0.4943119122691494
0.5463426477961963,0.43183317174138
0.5321745146967221,0.4304319519257249
0.5166725201709709,0.4272129782126925
0.4747134133353858,0.3471899202479757
0.4718819917216947,0.2965113023346259
0.47162328637848205,0.2555347708712962
0.4654536496984541,0.2872522318670314
0.5064328869695103,0.266046648064856
0.46474267479825593,0.2654894523034447
0.4657837549269643,0.2615185110355945
0.4668415482090091,0.2839835639428145
0.4580080220019555,0.269076877966568
0.5090316085284025,0.3117514556091417
0.5722112203790524,0.3087327459652011
0.5824588917570813,0.317750188705843
0.7298603765317425,0.9432387640256266
0.7274961644335671,0.8622545265878383
0.7281687649066272,0.8264834385629196
0.7274920099685506,0.8075166765460895
1.3012317728834932,1.5341866081638034
1.3004269860362527,1.8589715177229773
1.294430430360856,1.6776512063630786
1.2731188528659718,1.6250681791993542
1.2570338781960342,1.666995147634111
0.7611144219019915,0.3365900949962924
0.8400260765470504,0.278549190928779
0.5081154692841747,0.3561355195856985
0.5098933494460453,0.4062103246683569
0.528526613326263,0.4975890377867558
0.6635730059920601,0.5711968444377257
0.616345313112006,0.6328349927724268
0.6646113486224284,0.678000843956255
0.647225748395862,0.7483242447897039
0.6711398638890145,0.707950445113026
0.7205547079750242,0.8182890571839433
0.7734245779615094,0.915934240131214
0.7759175560320276,0.9780758461096342
0.5908417883052024,0.7182175302716542
0.6175815245442643,0.6060577210111866
0.8490767327383071,0.4941134233768031
0.888464659862475,0.5014726211803257
0.8759472648846217,0.5344888243658868
0.7085176316410344,0.5819467443929023
0.5316555786856374,0.5974814559095608
0.5007345850863691,0.4861161834239412
0.49969621854605406,0.4488955233483891
0.5051167515186894,0.5038706893598072
0.5038234843222339,0.5236084261909071
0.5967443947352696,0.4534878207523485
0.5434375083323276,0.4139342297518147
0.5307406932537099,0.4517464014790674
0.5887318622309573,0.4603815605529419
0.5136668198880846,0.5232139014337007
0.6304781023747233,0.6808940592829782
0.7156442837987681,0.6764053140441285
0.7386954334095973,0.7746767471151806
0.7790941281779569,0.8233607543257601
0.7118078380041,0.95330061597871
0.6098757338641072,1.1624760315457885
0.6396914723091331,1.1301841872069318
0.6344084158243208,1.1616870842262337
0.5409416938728134,1.000214545856183
0.5323819914632858,0.6418207334112187
0.5689015108284697,0.497923681466047
0.5496780876459318,0.5909495245176314
0.5476354492505271,0.5862733565672384
0.5476897827951345,0.5293849401303807
0.47931692160261463,0.531793154951297
0.5191621770126815,0.4634668384722221
0.5172825491830244,0.4554598719818438
0.5171686374017179,0.4508998138204712
0.4774385681761058,0.4602077449338219
0.46315527999321715,0.4416938882360192
0.44003974176795513,0.4543764880535119
0.40169211817442446,0.4900477124211197
0.3714983088854064,0.5464948745218248
0.3595284726842674,0.5844389904135995
0.3734549447853667,0.5397860078379738
0.3822464946178503,0.5155268098637229
0.38309542520567136,0.597656422549263
0.46832256683648843,0.6497491739630005
0.44146683457365987,0.7187236209255571
0.5212341003946743,0.7390057183103665
0.655702238460747,0.7184680165051355
0.6540602676808854,0.6699669548498216
0.6482427549794323,0.6155292822363263
0.5548033705529625,0.6165998310779981
0.6570341532815132,0.6024109545539351
0.6054266169397116,0.5262867474311099
0.5984214411416946,0.5536898971558462
0.47111127197540587,0.524387037792576
0.4613964713711583,0.5169217323651132
0.5209779397253299,0.5119154239666612
0.5196844285481923,0.4489293299341018
1.0449556051725108,0.4034399847873712
0.5294047109004312,0.341204719004167
0.5162195548975651,0.3621428433617841
0.4697020171282659,0.3516423880603898
0.8966505023842338,0.3595212378064366
0.8974943968091734,0.4236498018614508
0.9019504390357137,0.5176657711681315
0.925734455832582,0.5251034457281731
0.961382325850316,0.5330741876792815
0.9727580929014457,0.6422716201849007
1.1727539569535192,0.6337970237709089
1.1939415058563472,0.7008498446001882
1.138713679833548,0.8063134801217503
1.189671721671296,0.7657917480626061
0.5062788844428197,0.7669105857810844
0.5031112256658251,0.7792419285811382
0.5043918685529933,0.6920849678763655
0.5105120484513502,0.7691067187796885
0.526370645688028,0.8530076239111036
0.5210180029215709,0.8518308699817588
0.5176545359350657,0.7916304361283942
0.5201575112086452,0.7251961077699982
0.5366335890806998,0.6502425675026701
0.5332386231177202,0.5001786798223777
1.0787202865638361,0.4259519333604675
0.5475714045528842,0.4086847437451305
0.43805181844844726,0.6182644200314875
0.43929492201543296,0.7021365442371619
0.4438897351993248,0.713973531289737
0.48167517805057253,0.8964513059368346
0.4552322026405615,0.8970543586719998
0.4676619892369642,0.7299525681981882
0.5593581472932588,0.7825486128352745
0.5728178283439509,0.7469736532253091
0.575420072428641,0.7987365565491575
0.5209173913993607,0.7645391164032023
0.5258460628864998,0.667748660410619
0.522354216352932,0.6227844462116451
0.5712713366357656,0.5990676886007327
0.5664932170860275,0.5500700576321127
0.5430762700514093,0.5702585174787016
0.5400070041464365,0.5033150318892039
0.5342222830174693,0.4820861162535041
0.5280706215391471,0.5806031219530435
0.5160342184362465,0.50207737324133
0.5142251078320913,0.4446491137383412
0.5157153555201452,0.4548290976814677
0.527049402724185,0.4479644933319117
0.5114983422156785,0.4034909362796554
0.4924731894184982,0.3973433012895731
0.4907065829776753,0.4074464864035916
0.49265669766017267,0.4145799347847446
0.49462879491172457,0.4931151183580029
0.49349929510324486,0.5619329999507536
0.5353455067230677,0.6063981016738964
1.1745408581135397,0.6758567709205568
0.5001367847863729,0.7155254782537034
0.5137157377640158,0.768097199772795
0.5150067999130444,0.72233971401561
0.5296442091172989,0.8079454096951435
0.5344427221192607,0.7509979598956305
1.0824162917780105,0.7568829070178242
1.0738806767584466,0.6422814826873707
1.0564211283474263,0.642584159805131
1.0686759348578379,0.6027267531154006
1.0733711849018768,0.518010489691324
1.066421637149019,0.5365231266263647
0.5358399375166647,0.5114243657478276
0.540796523259274,0.4856779104747515
0.5369870677922086,0.4577648178477663
0.5391726828221428,0.4543128531891359
0.5520538157500019,0.4237984856723559
0.538695213204473,0.4329224075215963
0.4480491224454608,0.4121869123197044
0.4448330812287142,0.4152261587009219
0.44595123247418866,0.4370538454319397
0.44653847510886313,0.4894608406905574
0.47434108312389345,0.524657471340172
0.47685592758881873,0.5396106113228623
0.4901329131624828,0.5733819736443518
0.4578666700674982,0.6070062315984155
0.4694689061998863,0.6629284980104185
0.4690544933280594,0.619631963667583
0.4850598334051776,0.682736997720382
0.4896989697985833,0.6635474804730447
0.832518688119349,0.6505913541399762
0.8310358966192253,0.6097142636024685
0.4948956787863571,0.6046890960420411
0.5033154249391029,0.5456634413968303
0.6251464381681636,0.5005676430746351
0.6152211072756659,0.4644728424406674
0.6041683155108378,0.4524698802360055
0.5263326387710722,0.4557921363937209
0.5235890966052791,0.4747491104681667
0.525545244929593,0.4512466631724671
0.5390182209686535,0.4191747844676724
0.554224377700415,0.3716760426259138
0.4147905940567196,0.395701320545463
0.749527826691382,0.4208645694054764
0.750161373219141,0.4606450863744427
0.7532361663190725,0.4922957838506153
0.779795911943099,0.5346841250113453
0.8052502756401702,0.6070762578088493
0.808366996543974,0.6614790421614695
0.7331505259256401,0.6843615450515598
0.41097743596068037,0.7486708656891432
0.41755159542856946,0.7610340529936387
0.7085878151858412,0.8066445965688105
0.7691670674977279,0.7920637795795611
0.7595561062655836,0.6446795147483689
0.758363053454531,0.6030400869162487
0.760700473027246,0.6402622079126762
0.5128281435690987,0.6717267874855174
2.3469475680046337,0.4718300395365445
2.303599781310047,0.4316314994869064
2.80776203362483,0.4121832219290189
1.3844313421623906,0.4281072648912243
1.3718211539428415,0.3740884761766267
0.9672548107316489,0.3241382326141573
1.4295675973897037,0.3601739496850649
1.2177780207766113,0.6114479787670175
0.8684423723435309,0.3027021078242773
1.0551180407714211,0.1837557473021744
1.0855089593689435,0.128148977115581
1.0998792102700963,0.2145992852625193
1.1203052745094966,0.4446242277169427
1.3063142084482644,0.5078958752812479
1.3337635238501802,0.63368740759495
1.5608793601981679,0.644766777972712
1.652805184792114,0.5426235015547247
1.7798335347204648,0.4656904108289988
1.3617614230585469,0.4936882863865969
1.6691019784653045,0.455572766769261
1.7319228666111965,0.3616312041010944
1.71707412879262,0.3230324335134102
1.7220389308555841,0.3345929152330373
1.12194006885263,0.3049798353274794
1.1107837019755649,0.3170990956214268
1.0706773608868259,0.3665072371757514
1.0700347763240055,0.3819259110900316
2.6273413298737687,0.378873517802786
2.6492634371540147,0.4233609613434396
2.643196883389024,0.3649718921120743
2.7063923202095967,0.3194848439741396
2.75750720661941,0.3695173253751025
1.798417208793296,0.276196436308281
1.8217620930375982,0.2863612835587314
1.8314119764205787,0.3071051131801635
1.693397397598136,0.2710695421574611
1.6882105130724732,0.2647552550871456
1.8520666029649795,0.2613449090437709
1.853917095980138,0.235898650557604
1.85435355210822,0.212699543204768
1.8689764169186711,0.2180109884979246
1.8553340475387687,0.1935256330204417
1.8312452259095766,0.2005312065088849
1.8136262002539292,0.1802058400728001
1.3889207767299776,0.1839080241034342
1.7292027467572777,0.1920690178510916
1.733324795584871,0.2293765805952867
1.7345659584781765,0.2342205102765122
1.7346967759933019,0.2251375096248885
1.4516544211629976,0.2196037016812435
1.4552859814732477,0.2158693337113583
1.4631989289335428,0.232356302023783
1.4921485993347552,0.2447423170487312
1.7491738589407684,0.2667566099324262
1.5174873134403457,0.291779316821486
1.5311232664580903,0.290401886247673
1.3031191645477764,0.3400694033905878
1.3406640713894302,0.3535138152585707
1.3579414572624238,0.4007857742058142
1.3742391864510675,0.4025538451834972
1.3914601990234934,0.4439775383073623
1.40571741010485,0.4438025348502348
1.3614935304717033,0.4455907495043397
1.357255884326448,0.3988253637360499
1.3845452332037242,0.3599098396810854
1.321816665897207,0.3311347016642281
1.2299719889636207,0.3027822979711706
1.2031796430540957,0.2733377207141992
1.1380620653871083,0.2689964303505701
1.133193101985222,0.2588824341541825
1.3350389157473732,0.2625461709413974
1.2420544166711174,0.2375291055033948
1.1637211431385643,0.2277680583310958
1.1838044905739349,0.2351909543872005
1.1868119446173455,0.2431758489570015
1.1913154577549951,0.2625850040532473
1.2202563963598898,0.3001089687874123
1.228265316922427,0.330836335828772
1.2446268242535148,0.3583175684854175
1.2630238680165542,0.3790632452969193
1.2338196960604306,0.3801669733805413
