predictions,reals
18.634307942184975,14.37504716
18.456347489194965,12.85588535
19.183073494799977,11.52101626
19.043814489724983,11.09421226
18.258948734784987,10.37459466
17.57166699840593,10.07676167
16.120352041600935,9.475256416
15.695311302850932,9.076764362
15.663578135025935,8.400524966
16.114464783555935,7.607442718
16.62668719703001,7.735348557
15.221079261589995,8.142862933
14.434366583804984,9.103435668
13.055268588689989,10.46238198
15.179695241754995,12.33286699
14.038810520699991,13.36549659
13.690264413644998,13.82991901
14.314278834350004,14.72775245
15.389130791300001,15.80843038
15.50372502475002,17.61303216
18.81360521946999,21.40373021
18.522478389895,20.57874882
17.575978599989988,17.22113949
17.53307689393999,15.43544518
17.463375648449993,14.29307359
17.40558025313999,13.01520571
17.12945763985999,11.32018814
15.035723870265935,9.639138849
14.763673596375938,8.930813711
9.26010389243114,8.243975315
8.366546977225935,8.106789981
6.247362021062993,7.203434949
6.372794357107995,5.539606915
5.774762159529996,5.937565509
4.188276949395001,6.247527384
4.2019499049950015,7.422138897
4.699981297335003,8.069004661
4.891238475355003,8.29230262
2.669260598134999,13.15670291
2.681170916859999,13.23012989
2.232201734069999,11.83212252
2.1477345359149993,9.973056771
2.1340808936149993,9.982979072
1.9314971779249996,9.928073362
2.324865162849999,7.381006522
2.0893584260024993,6.856388253
2.2246355795024995,5.98715364
2.2548202281705003,5.740150231
2.3030947740579992,5.266502222
2.3183013651829993,4.211381372
2.3507250369280004,3.843827122
2.234815858198,2.856650569
2.2639993848440003,2.218528931
1.9503538469866675,3.348430867
1.931475925246667,3.625351794
1.999359342987223,3.457386149
2.034372956007223,3.088999303
2.0663966158022222,2.689032636
2.078915409189555,2.298696486
2.1095719811995552,2.761859755
2.1300091644295547,2.71542388
2.1092899279345554,3.124950741
2.165759442684555,3.488934254
2.2280151299245556,3.541722622
2.184846265404555,3.16412648
2.0442642662040003,2.645946697
2.038313531159001,2.365203176
1.9178367048839997,1.972190138
1.8895968487040002,1.596811636
1.8640325688489998,1.243030457
1.891010671964,1.035776875
1.9132063232790002,0.909752145
1.9054836550140002,0.865962414
1.9587732445140003,0.694979414
1.9728423720190003,0.793405238
1.858666551279556,0.882566811
1.877420653579556,0.974815451
2.0135800953522227,1.003968004
1.9854458498822227,1.225178666
2.023789521857223,1.355070697
2.027994730992223,1.425925589
2.063053099197222,1.424075207
2.087172720739555,1.562117167
2.106228464594555,1.722516879
2.126665647824555,1.96511696
2.1326721425745547,2.023685222
2.141524537729555,2.725993423
3.1922169374966387,4.373591419
3.1131837312408037,5.598701058
2.5352811110962454,5.977098301
2.5825596168512455,4.776112213
2.566816001367079,5.399043027
2.4978300255385832,5.096747838
2.4694087923485832,4.903417932
2.5712033891735824,4.665170597
1.9968296434215822,4.351796544
1.996797299101582,4.24456726
1.5838981625045816,4.265345341
1.624489555819582,3.990477356
1.6004886798345817,2.118995356
1.5640335147949986,3.581904056
1.6153824725799977,3.52650147
1.5814337878949976,4.01815859
1.489861962682854,4.142040273
1.5374243769678544,5.133379059
1.621250245202855,6.662590742
1.609221408752855,7.325628149
1.6200201129678553,5.867284512
1.6391621924728554,5.624146658
1.6319195135478552,5.728971064
1.6359749816228557,5.543215475
1.5788495343024982,4.976945313
1.5713479228474982,4.775422624
1.6196725386349984,4.509295219
2.098171044388749,5.451345156
2.125086305973749,7.403466438
2.091960297628749,7.00399588
2.211734135478749,6.85761368
2.19378933646375,5.981622102
2.206310566258749,5.250579929
2.2248381098337493,4.566847687
2.1681766780937495,3.118834854
2.1843002881587497,2.86340127
1.9619721464249986,2.620326763
2.111647282824582,4.262636061
2.100343212582855,4.699531323
2.093641667727855,5.104222589
2.0785402387278555,5.376922608
2.0866042127278557,5.670546914
2.1096027960928563,5.884837281
2.1562423919128566,5.191419125
2.1598097070028563,4.938843947
2.1573773309478566,4.957722697
2.161721739297856,4.968764067
2.157596119304106,5.014109104
2.087850720673749,4.680438405
2.232455222893749,3.626764871
2.221006072483749,2.575756317
2.114887889548749,1.576635599
2.081761881203749,0.762897121
2.0670076053737487,0.327613084
