Table 1
dataset_short_name,dataset_long_name,dataset_version,dataset_release_date,dataset_make,dataset_source,dataset_distributor,dataset_acknolwedgment,dataset_history,dataset_description,dataset_references,climatology,cruise_names
all_SeaFlow_cruises,"SeaFlow-based abundance, cell size, carbon quotas and biomass of Prochlorococcus, Synechococcus, Crocospheara and small eukaryotic phytoplankton (< 5 micron)",v1.6,12/08/2023,observation,"SeaFlow@UW, University of Washington, https://seaflow.netlify.app/",http://doi.org/10.5281/zenodo.2678021,"Annette Hynes, Chris Berthiaume, E Virginia Armbrust and Francois Ribalet",Data were analyzed using the R package Popcycle version 4.19.1,"The data set consists of flow cytometry-based cell abundance, cell size (equivalent spherical diameter), cellular carbon content and total carbon biomass for the cyanobacteria Prochlorococcus, Synechococcus and small-sized Crocosphaera (2-5 µm), and small eukaryotic phytoplankton (< 5 μm). The SeaFlow instrument collects the equivalent of 1 sample every 3 minutes from the ship’s flow-through seawater system. Further information can be found here https://seaflow.netlify.app/","Ribalet F, Berthiaume C, Hynes A, Swalwell J, Carlson M, Clayton S, Hennon G, Poirier C, Shimabukuro E, White A and Armbrust EV. 2019 SeaFlow data 1.0, high-resolution abundance, size and biomass of small phytoplankton in the North Pacific. ScientificData 6:277, https://doi.org/10.1038/s41597-019-0292-2",,"W1005A,KN210-04,RR1814,RR1815,KM1708,KM1717,KM1802,KM1805,KOK1801,KOK1803,KOK1804,KOK1807,KM1821,KM1823,KM1901,KM1903,KM1909,KM1912,KM1915,KM1917,KM1924,KM2001,KM2002,KM2009,KM2010,KM2011,KM2013,KM2014,KM2101,KM2103,KM2104,KM2105,KM2109,KM2111,KM2204,KM2205,KM2207,KM2208,KM1314,KM1712,KM1713,KM1906,KM1919,KM1920,KM1923_740,KM2206,KOK1805,KOK1806,CN11ID,CN12ID,CN13ID,KM1709,MGL1704,RR2106,KM1427,KOK1515,KM1518,KM1601,KM1602,KM1603,KOK1604,KOK1606,KOK1607,KOK1608,KOK1609,KM1502,KM1508,KM1510,KM1512,KM1513,KOK1512,FK180310-1,FK180310-2,KM2112,KM2209,SR1917,TN243,TN248,TN280,TN291,TN292,TN252,TN257,TN260,TN271,TN396,TN397,TN398,TN412,TN413,TN414,Tokyo_1,Tokyo_2,Tokyo_3,Tokyo_4"
